train_loss,val_loss,train_acc,val_acc,lr
0.6169160283689075,0.5179568156265224,0.7788317523714429,0.8082875686470294,0.0001
0.5214498148997664,0.4483929037512152,0.8094108836744882,0.8287568647029456,0.0001
0.4833995772788838,0.46523603069383507,0.8251372940589117,0.8407388916625063,0.0001
0.4586754876021082,0.4340784538107637,0.8338741887169246,0.8467299051422865,0.0001
0.4123663323495725,0.3998844198030766,0.8514727908137794,0.853719420868697,0.0001
